User Name,Date of Review,Review Content,Rating,Overall Rating,Food Rating,Service Rating,Ambience Rating
AlexisE712,"Dined on October 26, 2019","We enjoyed our meal here! Burgers were amazing and so was the blueberry corn salad, schnitzel and ribs! Watch your check though there was a 20% service charge on ours we assume since we were a group of 8.",5 stars,Overall 5,Food 5,Service 5,Ambience 4
kimskor2000,"Dined on October 22, 2019",Concert and they made sure we made it out in time,5 stars,Overall 5,Food 5,Service 5,Ambience 5
nicoleC,"Dined on October 19, 2019","Went on a Friday night before watching a show at the Chicago Theater.  When we entered, another couple was waiting for the host to greet them and that was more than 5 minutes.  We were seated right away when the host finally arrived.  It took a very long time for the server to arrive.  He stopped by our table and acknowledged us and said he'd be back in 2 minutes.  When he finally arrived we ordered drinks and food at once.  Drinks and food (burger and mussels) were good.  My husband was able to order a second drink but the server never came back to check on us again and later I did want to order another.  I thought we could order desert but the server gave us the check not giving dessert as an option.  He said sorry if you wanted another drink and if I took too long.  The service was not very attentive.
Read more",3 stars,Overall 3,Food 3,Service 2,Ambience 3
GeffK,"Dined on October 19, 2019","fun menu, really solid service, interesting wine list.",4 stars,Overall 4,Food 5,Service 5,Ambience 4
BradK,"Dined on October 17, 2019",Service was very good. Atmosphere was nice. Food is good but not outstanding,4 stars,Overall 4,Food 3,Service 4,Ambience 4
CynthiaC,"Dined on October 15, 2019",Pricey! Not sure if it's because it's connected/best to the hotel. The food was ok...,3 stars,Overall 3,Food 3,Service 5,Ambience 5
OpenTable Diner,"Dined on October 13, 2019",Food was good. More pricey than expected and we shared two meals.  Drinks are over priced as well.,4 stars,Overall 4,Food 3,Service 3,Ambience 3
SuzanneO,"Dined on October 13, 2019",Really nice experience. Good food and service. Went upstairs on rooftop for nightcap. Beautiful. Definitely recommend restaurant and rooftop.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
PDCBD,"Dined on October 11, 2019","Overpriced for average food, I also ordered my tavern burger without tomato’s, burger was served with tomatoes. Any time I visit a restaurant and they don’t LISTEN to how I order my food and serve it THEIR way I never return to the restaurant or recommend it to ANYONE",2 stars,Overall 2,Food 2,Service 4,Ambience 2
HeatherK,"Dined on September 22, 2019","Excellent food, and service! We didn't have to wait to be seated, and our food came out pretty quickly. It was probably the best french toast we have ever had. We will go back again!",5 stars,Overall 5,Food 5,Service 4,Ambience 5
SPH126,"Dined on September 18, 2019",Breakfast was delicious.  George is an exceptional server.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
carolm,"Dined on September 16, 2019",Waitress was looking over our shoulders the whole time and wasn’t very friendly!  Food was messed up...got wrong orders...no time to complain because we had a show to get to.,3 stars,Overall 3,Food 2,Service 2,Ambience 3
Anthony,"Dined on September 4, 2019",It was a good meal,4 stars,Overall 4,Food 4,Service 3,Ambience 3
BigSkyVIPPauly,"Dined on September 2, 2019","Whenever Foundation Room is dark this is our go to place! Before shows at The Chicago Theatre superior service very timely have never been late for a show! Server actually very attentive when we let him know we had X amount of time!  Always an adventure in culinary magic! We enjoyed these amazing plates aged cheddar pretzel and mussels yum yum yum yep dipping bread in the sauce....frickin amazing plate! We tell all of friends and customers to hit this place they all too have loved it!
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Mush73,"Dined on September 1, 2019",Not a lot of gluten free options,4 stars,Overall 4,Food 3,Service 4,Ambience 4
MarkS,"Dined on September 1, 2019","Very friendly & welcoming.
Was hoping for a little more excitement on the plate.
May just have to go back and check out the fall menu!
The burgers looked great, wish I had ordered one.
Read more",4 stars,Overall 4,Food 3,Service 5,Ambience 4
OpenTable Diner,"Dined on August 24, 2019",We were seated quickly and received an appropriate amount of attention. The drinks were very good and the food great. The service was wonderful. We look forward to next visit.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Quinney77,"Dined on August 17, 2019","Had brunch on a Saturday.  Nice city view. Good coffee. Boyfriend had Biscuit and Gravy was unique flavor and nice portion. I had the Eggs 201. Just a simple egg potato and meat dish. The food would have been great but there was too much oil on my plate. Should be little to no visible oil for the items. Our service was excellent. Attentive  and friendly wait and bus staff. Our table was awkwardly positioned very close to another table making me feel a little to close for comfort. Overall a very nice brunch.
Read more",4 stars,Overall 4,Food 3,Service 5,Ambience 3
Sprout1,"Dined on August 15, 2019","Always a good spot for good food, casual atmosphere.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
ThomasB,"Dined on August 9, 2019",Food was decent.  Service was so-so.  Price was expensive.  Won't return,2 stars,Overall 2,Food 4,Service 2,Ambience 4
Adelaidey,"Dined on August 9, 2019","Surprisingly great seasonal food, not just the usual upscale pub grub. I think State and Lake often gets overlooked for Loop dining.",4 stars,Overall 4,Food 4,Service 4,Ambience 4
RitaBuen,"Dined on August 4, 2019",The brunch menu is excellent with a variety of dishes to choose from and shareable portions.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on August 3, 2019","Horrible food, wont go back.",1 star,Overall 1,Food 1,Service 2,Ambience 2
TJHemp66,"Dined on July 30, 2019",Restaurant accommodated our late arrival of our friend.  Food was good but a little pricey for lunch.,4 stars,Overall 4,Food 4,Service 4,Ambience 3
ChristelY,"Dined on July 28, 2019","My meal was very tasty.  My friend ordered the schnitzel and her potatos and meat were very cold.  I watched her as she tried to cut into the pork --with the provided steak knife.  
She had to apply so much pressure, her elbow were skyward.  The meat was very leathery and tough.  I asked for a small bite myself to see if it was as bad as it seemed.  Horrible.  The manager was very swift at resolving, once we got her attention.  She tried to suggest an alternative but at this point we would've been late to our show.  The waitress seemed nice when we got there but she was not good.  She didn't seem very informed on the food and menu and was not only slow,  didn't come back to check on anything.   We had to flag someone else down to get her attention.  Very disappointing and not in line with the price point of the restaurant.    This was to be a special evening as we had been looking so forward to our show at the Chicago Theatre.
Read more",3 stars,Overall 3,Food 3,Service 1,Ambience 5
Katu,"Dined on July 27, 2019",Brunch choices were good.  Food quality very good.  Excellent service.,5 stars,Overall 5,Food 5,Service 5,Ambience 4
JKPA,"Dined on July 25, 2019",Clubby feel..large cocktail after work business crowd (multiple groups). Interesting cocktails...gyro salmon app was enjoyed by all.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
PattiD,"Dined on July 21, 2019","We had dinner at this restaurant, group of 6.  We didn't realize parties of 6 or more tip was included, and the server came back and pointed it out.  I love people with integrity!  The menu has unique choices, but it is pretty limited.  Overall everyone was able to be satisfied.  The salmon, short ribs, and burger were favorites.  We also had the pretzel for appetizer.",4 stars,Overall 4,Food 4,Service 5,Ambience 4
Chidiner,"Dined on July 21, 2019",We were stuck in traffic and arrived late.  We had theatre tickets and were concerned about time.  They seated us immediately and assured us that we would have no problem making our show.  Service was prompt but did not feel rushed.  The food was good.  The menu is fairly limited   .   The prices seemed high on some items.,3 stars,Overall 3,Food 3,Service 5,Ambience 3
JEANNINEC,"Dined on July 20, 2019",Go for the happy hour special for good value.  A fun place to go pre-theatre.  Good food and cocktail options.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
OpenTable Diner,"Dined on July 19, 2019","Made a reservation on Open Table. After arriving, we gave the host our name and were seated. In the middle of our meal we received a call from the restaurant asking if we would still be dining? Walked up to the host and let them know that we were, in fact, at the restaurant eating. Look at my phone and there’s an obnoxious email via Open Table lecturing me on the etiquette of canceling my reservation. Seriously?! A tad aggressive don’t ya think?
Read more",1 star,Overall 1,Food 1,Service 1,Ambience 1
LoopDiner,"Dined on July 17, 2019",Salmon was over cooked and likely not fresh to begin with. Wines are subpar. It's basically a bar parading as a restaurant. Advice: Skip it.,2 stars,Overall 2,Food 1,Service 3,Ambience 3
Jeannine,"Dined on July 9, 2019",Service was excellent. The food delicious. Great spot for work lunch.,5 stars,Overall 5,Food 5,Service 5,Ambience 4
JohnL,"Dined on July 7, 2019",Great Sunday brunch. Love the atmosphere and the friendly staff.,5 stars,Overall 5,Food 5,Service 4,Ambience 5
Susan,"Dined on June 29, 2019",Delicious and great breakfast choice at our hotel The Wit.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
SaraC,"Dined on June 23, 2019","Food was good and I can't say enough nice things about our server, Matthew. He was incredibly kind and helpful and patient.",5 stars,Overall 5,Food 4,Service 5,Ambience 4
MMason,"Dined on June 23, 2019",The small plates are too small to share. The ice cream cake dessert had freezer burn and was stale. The waitress was indifferent to our complaint about the stale dessert. The quality and portions were not commensurate with the high bill.,2 stars,Overall 2,Food 3,Service 2,Ambience 3
My2Cents,"Dined on June 23, 2019","We ate at State and Lake for dinner and then again the next day for breakfast. Both experiences were wonderful with regard to the staff and food. I guess I'm not used to big-city prices, but I found it expensive.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
JoiP,"Dined on June 21, 2019","Food portions were small, overpriced and the taste was just OK.",3 stars,Overall 3,Food 3,Service 4,Ambience 4
HLDesign,"Dined on June 20, 2019",Limited food options and food should look like and be what it purports to be.  Big burgers are just regular size with big buns and lots of greens in it.  We also had steak medium which was served very well done.  Best thing the rolls placed in the table.,3 stars,Overall 3,Food 3,Service 4,Ambience 4
KhristinaW,"Dined on June 13, 2019",Pretty good spinach and kale salad. My father enjoyed his turkey pastrami sandwich even though he has reservations about it since it was labeled cold.,4 stars,Overall 4,Food 4,Service 4,Ambience 5
Diner88,"Dined on June 9, 2019","State and Lake is conveniently located in the Wit Hotel  right down the street from the Chicago Theatre. Our food was good, although I think the vegetables could have cooked a little longer in the 72 hour short rib dinner. Service was great until our after dinner coffee. My dining companion's was cold, and I was served regular coffee instead of decaf.  Perhaps the cups were inadvertently switched on the way to the table? Whatever it was, I thought I would jump out of my skin (I am extremely caffeine sensitive), and couldn't sleep all night. Yes, I would recommend the restaurant, just make sure you're getting what you ordered!
Read more",4 stars,Overall 4,Food 4,Service 4,Ambience 5
OpenTable Diner,"Dined on June 9, 2019","Excellent service
Matthew was very attentive",5 stars,Overall 5,Food 5,Service 5,Ambience 4
karinb,"Dined on June 8, 2019",Great food,4 stars,Overall 4,Food 5,Service 5,Ambience 4
Alexandra,"Dined on June 7, 2019","The portion was so small, that I thought they had forgotten to add the chicken filet to my sandwich. As far as I’m concerned I had a cole slaw sandwich with a sliver of chicken. Won’t be going there anytime soon.",2 stars,Overall 2,Food 2,Service 3,Ambience 1
Buckcfb,"Dined on June 6, 2019",My birthday after seeing a play.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
LynnC,"Dined on June 2, 2019","We were seated upon arrival and greeted immediately by our sever. Ordered specialty cocktails. While a bit pricey, they were delicious. Small menu but high quality. We all ordered something different and all raved about our selections. Made it to our show in plenty of time. Highly recommend.",4 stars,Overall 4,Food 5,Service 4,Ambience 4
DanielK,"Dined on June 2, 2019","Too expensive 
Not much food for the price 
Food average",3 stars,Overall 3,Food 4,Service 3,Ambience 5
MattZ,"Dined on April 28, 2019",Very comfortable Restaraunt. Good service and great food. Half a block from Chicago theater. Highly recommended. Will definitely be coming back.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
HB326,"Dined on April 24, 2019",Women’s bathroom was dirty. Expensive wine for the short pour.,3 stars,Overall 3,Food 3,Service 3,Ambience 2
TeriR,"Dined on April 21, 2019",Food and service were great. Portions are a little small but still good. Our waiter was awesome and made great recommendations.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on April 14, 2019","This was our second visit to State & Lake for a dinner before a show.  They’re in tune enough to ask if you’re seeing a show, presumably to keep you on task if you can’t keep yourself on task.  Our reservation was for 5:15 and our show was 7:30, that gave us plenty of time to lazily make our way through 2 cocktails and to appetizers prior to ordering our entrees.  Recommend the Burrata & House made Guanciale as a cold starter, the Aged Cheddar Soft Pretzel as a hot start, the 72 Hr Local Short Rib “Steak” & the Pork Tenderloin Schnitzel as mains.  Would recommend reservations - we arrived about 20 mins early for ours, figuring we’d just sit at the bar before the reservation time & the place was empty but for about 6 ppl at the bar, but the hostess brought us right to the table.  Well by 5:30-6, there wasn’t an empty table.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
VinP,"Dined on April 10, 2019","Lunch - Despite having a reservation, they seemed to be caught by surprise at my party's arrival.  It took a few minutes to get situated.  After that service was okay, food was ok.  Not entirely convinced how fresh the ingredients for my salad were (the food was VERY cold in temperature.)",3 stars,Overall 3,Food 2,Service 2,Ambience 2
AngieD,"Dined on April 7, 2019","Love the atmosphere. Music was exactly what I would want (classic rock). The food was tasty, limited menu. I love the bar, def. a place to stop for a bite before a show.",4 stars,Overall 4,Food 5,Service 4,Ambience 4
Katu,"Dined on April 6, 2019","Great brunch food with friendly, efficient service.  We’ll be back!",5 stars,Overall 5,Food 5,Service 5,Ambience 4
Boombatz,"Dined on April 6, 2019",Food was served hot and quickly.  Service was excellent and friendly.  Definitely would go back,4 stars,Overall 4,Food 4,Service 4,Ambience 4
Charlie,"Dined on April 4, 2019",Good spot for dinner and a drink before a show at the Chicago Theatre,3 stars,Overall 3,Food 4,Service 4,Ambience 3
Gwen58,"Dined on March 31, 2019","We loved it. The service from our server Patrick was great. They keep you water glass filled. We love chefs that do different and unique things with their food. We had the salmon and pork tenderloin schnitzel served with wonderful additions. The dessert, Kaiserschmarrn was sinfully delicious.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Michael,"Dined on March 30, 2019","Pricy, but I felt the food quality justified the cost. Very good service. Will return again.",5 stars,Overall 5,Food 5,Service 4,Ambience 4
anon531,"Dined on March 30, 2019","We had a couple of additional people join our party at the last minute unexpectedly, and our server moved us to a larger table and continued to take care of us with good cheer.",4 stars,Overall 4,Food 4,Service 5,Ambience 3
45andlovinglife,"Dined on March 30, 2019",It was nice. With a small menu daily specials would be nice but overall the food was excellent.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
CindaR,"Dined on March 30, 2019","The schnitzel was excellent,  as was the meatballs and pasta.  The key lime cheesecake was too strong of a citrus favor.  I could have used a tablespoon and a piece of bread with my pasta, and we had to finally ask for the check.",3 stars,Overall 3,Food 4,Service 3,Ambience 5
DeborahR,"Dined on March 26, 2019","I would recommend this restaurant as being convenient if attending the Chicago Theater.
The hamburger was good. The drink was absolutely awful. I asked the waitress what Fernet-Branca was. All she could say was a ""liquor"" not that it is intensly bitter.",3 stars,Overall 3,Food 3,Service 3,Ambience 3
JonathanS,"Dined on March 22, 2019","The food while not necessarily poor was sadly, underwhelming. However the portion size for the price was totally unacceptable. 25 dollars for bucatini in a simple red sauce? The burrata on top seemed at best an affectation. Desert while moderately priced was something we could have bought at Walgreens.


While no specific complaints about the service - our server seemed uncomfortable in the space and would have been more at home in a Greek diner.

Overall impression: an overpriced tourist trap that thinks it’s far more upscale than it actually is....

Avoid like the plague.
Read more",2 stars,Overall 2,Food 2,Service 2,Ambience 3
CraigM,"Dined on March 20, 2019",Pretty limited menu and small portions.  I ordered a butter lettuce salad with poached salmon and it literally had about 3oz of salmon.  Pretty expensive for what you’re getting but very fresh,3 stars,Overall 3,Food 4,Service 3,Ambience 3
ReggieS,"Dined on March 18, 2019",The meal was satisfactory.  The restaurant was near an event we were attending that evening.  Value was not great.  Will probably try not to frequent this restaurant in the near future.,3 stars,Overall 3,Food 4,Service 3,Ambience 4
DanielleG,"Dined on March 18, 2019",The only thing this place has going for it is that it is close to the theaters but the selection of food is minimal and the food you do get is subpar,3 stars,Overall 3,Food 2,Service 2,Ambience 4
ExNewYorker,"Dined on March 18, 2019",Burgers and chicken dishes were both very good as were drinks. Would definitely go back before a show.,4 stars,Overall 4,Food 5,Service 5,Ambience 4
dgGoes211,"Dined on March 17, 2019","We were well taken care of at the Tavern! A cousin and her friend were in town, and they wanted a good, solid breakfast. The Tavern provided that and more! Great coffee, exceptional mimosas, and good food that filled us up. Attentive service that wasn’t intrusive.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Beezbob,"Dined on March 17, 2019","Thank you
Great meal",5 stars,Overall 5,Food 5,Service 5,Ambience 5
AnnR,"Dined on March 17, 2019",The staff are excellent. My husband ordered the steak and it was filled with grizzle. Just a bad steak... it happens. They removed the order from our bill and bought us a glass of wine. Everything else we ordered was fine but it’s the service that would bring me back. Classy and professional.,4 stars,Overall 4,Food 4,Service 5,Ambience 5
PAULAD,"Dined on March 17, 2019",Great experience on St pats day. Yummy Reubens. Great service,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Cenb,"Dined on March 17, 2019","This is a bar. It was very loud from both people and music. Given the price of the entrees I  was a little disappointed. Having said that, the food was surprisingly good. The service- not so good. We would probably not go back.",3 stars,Overall 3,Food 4,Service 2,Ambience 2
AmandaC,"Dined on March 17, 2019",Food and service was great! My husband and I wanted to have a nice quick dinner before the Gary Clark Jr concert and that is exactly what we had. The roasted cauliflower is something I will dream about and my husband loved his corned beef sandwich and homemade chips!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
JoeM,"Dined on March 17, 2019",The service was terrible. They were extremely rude and disrespectful.,2 stars,Overall 2,Food 2,Service 1,Ambience 2
KSanders,"Dined on March 16, 2019","I always enjoy having appetizers and drinks at State and Lake before taking in a show at the Chicago theater. It has great ambiance and the food is always delicious. The menu offers something fore everyone, you couldn’t ask more of a bistro pub. They have a great beer selection and they have some very interesting cocktails on the menu. If you like mussels and they are on the menu go for it. They serve them up in a great tangy broth with a gremolata topping, maybe the best mussels I’ve ever had! The service is also excellent.
Read more",4 stars,Overall 4,Food 5,Service 5,Ambience 5
Jtag,"Dined on March 10, 2019",It was a little loud but to be expected at a really busy time. My cocktail and burger were  really good - fries ok. My friends had the pork entree and salad with lentil soup and were quite happy.,4 stars,Overall 4,Food 3,Service 3,Ambience 4
DianeZ,"Dined on March 9, 2019",Smallish serving but good tasting. Dessert( Austrian pancake) was the bomb.,4 stars,Overall 4,Food 4,Service 5,Ambience 3
Jeannine,"Dined on March 5, 2019",Went for a team lunch and was pleasantly surprised by the menu. There was a very nice selection that appealed to everyone. I had the fried chicken sandwich and it was absolutely delicious.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
TomS,"Dined on February 28, 2019",Pricey menu and not much to choose from.  Tables for 2 are very close to each other.,3 stars,Overall 3,Food 3,Service 4,Ambience 4
Macman,"Dined on February 25, 2019",Food was extremely over salted. They comped what we sent back but even the second entree was well salted by 50% more than would be acceptable. Would not go back.,2 stars,Overall 2,Food 2,Service 3,Ambience 3
LupineLady,"Dined on February 25, 2019","Good place to go especially if you are heading to the theater afterwards.
Service attentive, though terse.  Several menu items not available on Sunday.  Quality of food
average.  Price of food high compared to quality.",3 stars,Overall 3,Food 3,Service 4,Ambience 4
TogaDad,"Dined on February 24, 2019","Great first time experience, we loved every bite!",5 stars,Overall 5,Food 5,Service 5,Ambience 5
lebjd,"Dined on February 23, 2019","Restaurant was beautiful, the food was very good but pricey, and the tables are so close it’s often very loud. We went here before a comedy show, so it was close and convenient to Chicago theatre. 
The bar was truly amazing and I tried a smoked tequila for the first time- amazing! 
Great service, good food, with a unique spin on dining.
Read more",4 stars,Overall 4,Food 4,Service 5,Ambience 5
Jennifer123,"Dined on February 22, 2019","Overall great experience. It was my second time here. Great food once again. Relaxing and easy going environment. Service was good. It seemed like their was staff shortages. Our waitress was running around to other tables, it took maybe 8-10min to get our check..",4 stars,Overall 4,Food 5,Service 4,Ambience 5
adh1,"Dined on February 21, 2019",Good food and service. Not too loud.,4 stars,Overall 4,Food 5,Service 5,Ambience 4
JulieJ,"Dined on February 18, 2019","Very good! We went before price is right live at the theater. My mimosa and salmon eggs Benedict were amazing. My only complaint is we had a reservation and still had to wait 15 minutes to be seated and we had to wait quite a bit to place our order, but I think they were unusually busy on a Sunday afternoon because of the show. Will definitely be back!",4 stars,Overall 4,Food 5,Service 4,Ambience 5
ChuckCane,"Dined on February 17, 2019",Pleasantly surprised by this tavern in the Wit.  Innovative small plates with big taste.  Not the same old pub food.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
anonymous,"Dined on February 17, 2019",limited menu but good for appetizers before theatre.,3 stars,Overall 3,Food 4,Service 3,Ambience 3
Nash,"Dined on February 16, 2019",State & Lake is a good spot with a small menu to head to before the theater. They have a great cocktail list & amazing small plates!,4 stars,Overall 4,Food 4,Service 5,Ambience 4
Oranges,"Dined on February 15, 2019","Terrible food and fair  service.  The hostess who seated us was falling out of her top - Completely inappropriate and unattractive attire for a restaurant and Hilton hotel.  The waitstaff was fine but nothing special.  I don’t recommend it at all.  I didn’t eat one of the dishes I ordered because it was terrible.  I had a few bites of the second but was also not good.  I was hungry.  Go somewhere else if possible. 

There are so many excellent restaurant options downtown and with a short Uber ride to the West Loop - I have no idea how they still have clientele.
Read more",1 star,Overall 1,Food 1,Service 3,Ambience 1
OpenTable Diner,"Dined on February 14, 2019",Our server was amazing!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
DianeS,"Dined on February 10, 2019",The staff is amazing.  We were there with young children.  They were incredibly accommodating,5 stars,Overall 5,Food 4,Service 5,Ambience 5
MichaelM,"Dined on February 3, 2019",Excellent service.  Food prices were decent.  Overall the 2 entrees my wife and I ordered were excellent.  Terrific layering of flavors.  Good drinks.  I made a reservation and my table was ready when I arrived.  I like the atmosphere of this restaurant.  Relaxed is what I'd call it.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
MeghanS,"Dined on February 2, 2019",Small but interesting menu. Good cocktails and vibrant environment. Service was very accommodating to our theater reservations.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
TomP,"Dined on January 27, 2019",Great beet salad! Martini was tasty but expensive. Great craft beer selection.,5 stars,Overall 5,Food 5,Service 5,Ambience 4
carlap,"Dined on January 20, 2019","I was very dissatisfied with my experience the service it was horrible, my food was so salty I wanted to send it back but of course the waiter never came back until the end when he put on his charm right before the bill came.",2 stars,Overall 2,Food 2,Service 1,Ambience 3
RobG,"Dined on January 19, 2019","First time there, and it won't be our last!!!  The food was outstanding!!!  The servers were great!!!",5 stars,Overall 5,Food 5,Service 5,Ambience 5
SaucyMinx,"Dined on January 17, 2019","We ordered the short rib steak. It was phenomenal. It truly melted in our mouths. The only thing that was limited was their happy hour menu. Both drink and food wise. It's definitely a place to take colleagues for a business meeting, but not the best place to eat and drink before catching a show. We ended up going next door to the Roof at the Wit.",3 stars,Overall 3,Food 3,Service 3,Ambience 4
Suzanne,"Dined on January 14, 2019",Great food and great location. If your in the city you must stop in for a bite.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
Steve,"Dined on January 11, 2019",Had a couple of appetizers because the main menu was a bit strange. Awful food!,1 star,Overall 1,Food 1,Service 2,Ambience 2
SilpaY,"Dined on January 2, 2019","We have been their for New Years Brunch 2019 and the buffet was really bad for the price. They just bad scrambled egg, sausage and some bacon....",3 stars,Overall 3,Food 1,Service 3,Ambience 3
OpenTable Diner,"Dined on January 1, 2019","No reservaron la mesa, llegamos y no  estaba reservada así q nos sentaron donde ellos quisieron.
No había filete Mignon y era lo q mi hija y yo queríamos comer. Y tampoco había whisky etiqueta roja q pidió mi esposo y le trajeron etiqueta negra q es mas caro. 
Pero lo q pedimos q fue rib eye estuvo delicioso.
Read more",4 stars,Overall 4,Food 4,Service 5,Ambience 5
OpenTable Diner,"Dined on January 1, 2019",Great all around and perfect before the show at the Chicago theater,5 stars,Overall 5,Food 5,Service 5,Ambience 5
DianaY,"Dined on January 1, 2019","My husband and I went there on NYE before the theater. The server was attentive, the food was delicious and the price was moderate--what I'd expect to pay for a nice restaurant in the Loop. It was very quiet when we arrived around 5:30. By the time we left, they had a talented musician playing the keyboard.  I would recommend it to a friend.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
RebeccaT,"Dined on December 30, 2018",The Brussel sprouts were amazing!  Burger was good. Service was not so great given how few people were there.,3 stars,Overall 3,Food 3,Service 2,Ambience 4
AliciaI,"Dined on December 29, 2018","Great atmosphere, food and service!  Cosy and busy but not noisy at all. Perfect for before a show and will definitely go back again.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
BeforetheMuny,"Dined on December 26, 2018",A great Christmas evening neak!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on December 24, 2018","We enjoyed a delicious lunch here on Christmas Eve. What a warm, cozy place with excellent food! We’ll definitely be back!",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Suzanne,"Dined on December 24, 2018",Great theater location and menu is not extensive...,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Anne,"Dined on December 23, 2018","Great location in the theater district, food and cocktails excellent",4 stars,Overall 4,Food 5,Service 3,Ambience 4
OpenTable Diner,"Dined on December 22, 2018",Great food and great service,5 stars,Overall 5,Food 5,Service 5,Ambience 5
George,"Dined on December 21, 2018","For a meal before theater, it was fine. Matthew was a good waiter, the appetizers were delicious. I would not order the Pork Schnitzel again as it was overdone, dry & almost flavorless!",4 stars,Overall 4,Food 3,Service 4,Ambience 4
Luckygirl,"Dined on December 20, 2018",Very nice evening. We went to see Amy Schumer,5 stars,Overall 5,Food 5,Service 4,Ambience 4
StefaniaS,"Dined on December 19, 2018",Great burger,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Fantastic,"Dined on December 14, 2018","Just ok, limited menu",4 stars,Overall 4,Food 4,Service 3,Ambience 4
OpenTable Diner,"Dined on December 13, 2018","Bacon used to be amazing - this time was way too crisp, dry, and not appetizing. Definitely adamant about coffee refills to the extent I questioned if I looked tired lol!",3 stars,Overall 3,Food 3,Service 4,Ambience 4
NAPAKRUM,"Dined on December 12, 2018",The food was very good ( Fried Chicken Sandwich was great ) and the service was very good. It is a nice place for lunch.,4 stars,Overall 4,Food 5,Service 5,Ambience 4
OpenTable Diner,"Dined on December 9, 2018",We were disappointed with menu selections. The drink menu was three times the food selections. There were also no options for dessert.,3 stars,Overall 3,Food 2,Service 4,Ambience 2
BarbB,"Dined on December 9, 2018",Great service and awesome food! We went there prior to seeing a show at the Chicago Theater! They were super prompt and we enjoyed our meal. Would definitely go again!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
AmandaO,"Dined on December 8, 2018",Are dinner before a concert at the Chicago Theater,4 stars,Overall 4,Food 5,Service 4,Ambience 4
SusieK,"Dined on December 5, 2018",It was just ok - had the broccoli salad and not much flavor - kind of hard to eat. Server was really nice.,3 stars,Overall 3,Food 2,Service 3,Ambience 3
JoanP,"Dined on December 5, 2018","Good basic food, we both got the burger and enjoyed it.  Came with fries, a LOT of fries!   We were there at Happy Hour, and thought it would be noisy, but the design is such that the noise does not bounce off walls as is the case too often.",3 stars,Overall 3,Food 3,Service 3,Ambience 3
OpenTable Diner,"Dined on December 2, 2018","Stopped in for brunch before seeing show at the Goodman theatre.  Our table for 8 was ready for us to be seated. 
Eggs Benedict was outstanding. Service was good and we were not rushed to leave. Great location.",4 stars,Overall 4,Food 4,Service 4,Ambience 3
KathyF,"Dined on December 2, 2018","my food was prepared well. The others I was with ( party of 6) also had no complaints of their main courses.
However, it took several tries to get "" the holiday drinks straight"" it was crazy how unaware the server and I'm assume the bartendar was on what was listed on the menu as the holiday drinks. The drinks went back three times and then out of frustration we ordered simple cocktails, mimosas. The holiday drinks sounded delicious. Hope they get it straight.  We spilt a holiday dessert... FANTASTIC
Read more",3 stars,Overall 3,Food 4,Service 3,Ambience 4
Wyoomal,"Dined on December 2, 2018","Perfect spot for dinner pre-theater at Chicago Theatre. 
Didn't love menu choices.  Got ""Fried Brussel Sprouts"" They were soggy and had obviously been under warmer all night.  mussels very average, and they were out of small seafood forks.",2 stars,Overall 2,Food 1,Service 2,Ambience 4
Nano,"Dined on December 1, 2018","Good food and great service 
Our server Jorge was wonderful",5 stars,Overall 5,Food 5,Service 5,Ambience 4
MoniqueM,"Dined on November 28, 2018","This place is an up-scaled tavern. It has some of the tavern like environment but is very spacious with high sealing (Not a elbow to elbow, typical tavern seating.  Food is very good and tasty.",4 stars,Overall 4,Food 4,Service 4,Ambience 4
